time,Infection rate,Recovery Rate,Standard_Deviation,Skewness,Kurtosis,Remaining Time
1,1,0,1.6733200530681511,1.0885117692152513,0.5357142857142918,187
2,1,0,1.5811388300841898,0.0,-1.1999999999999886,186
3,5,1,1.3038404810405297,-0.5413870509510914,-1.4878892733562548,185
4,2,0,1.5811388300841898,0.0,-1.1999999999999886,184
5,3,1,1.5811388300841898,0.0,-1.2000000000000455,183
6,4,1,1.9235384061671346,0.5901286563843836,-0.021913805697616102,182
7,5,5,3.9749213828703582,1.5381245216522814,2.3561929178017067,181
8,6,2,4.61519230368573,0.4007991729269256,-2.910136877603646,180
9,7,3,5.974947698515861,0.27097268473995023,-0.9229574182613393,179
10,9,4,4.658325879540845,0.30864908458805623,1.6048334005821718,178
11,15,5,3.768288736283353,1.3791891923116089,2.5203332672091405,177
12,16,6,4.358898943540672,1.2678237924425821,1.487534626038953,176
13,22,7,4.358898943540672,1.2678237924425821,1.487534626038953,175
14,14,9,1.9235384061671315,0.590128656384269,-0.021913805692130712,174
15,12,15,3.6469165057620923,-0.7545771050420561,1.6264345073205806,173
16,11,16,3.8078865529319526,4.289601472507919e-15,-0.37812128418553687,172
17,16,22,4.415880433163922,-0.5516221448396658,-1.7869822485209141,171
18,13,14,4.658325879540845,0.4332958302870944,-1.8354605109473425,170
19,6,12,4.393176527297758,0.8208679059838592,0.09584149910055,169
20,9,11,4.393176527297758,0.8208679059838592,0.09584149910055,168
21,16,16,4.527692569068707,1.1312497793033027,0.2391433670434336,167
22,5,13,3.7815340802378055,0.7933288280219069,-1.2533620225926814,166
23,11,6,3.5637059362410906,-0.2717687582352668,-2.680265360530678,165
24,6,9,5.3572380943915485,0.21658151554983746,-1.3600990663964307,164
25,7,16,5.495452665613635,-0.4229866860291945,-0.46028682952518807,163
26,14,5,6.8044103344816,1.0255703852100937,0.8395337012344228,162
27,13,11,6.099180272790762,0.5478437593276124,1.8240548040231925,161
28,19,6,4.38178046004133,1.1137500789547339,0.499674479165473,160
29,21,7,6.797058187186575,0.9260436090186553,-0.26789228087845274,159
