time,Infection rate,Recovery Rate,Standard_Deviation,Skewness,Kurtosis,Remaining Time
1,1,0,2.701851217221259,1.703550401550653,3.3721148433101953,135
2,2,0,2.949576240750525,0.5182899194342964,-3.1747919143876095,134
3,3,1,3.209361307176242,-0.29948795306856923,-2.7175040060326325,133
4,3,0,2.701851217221259,-1.7035504015506533,3.3721148433102,132
5,8,1,0.8366600265340751,0.5122408325721968,-0.6122448979562272,131
6,8,2,1.1401754250991376,0.4047960089110714,-0.17751479290558927,130
7,10,3,1.673320053068151,1.0885117692152269,0.5357142857150615,129
8,9,3,1.7888543819998315,1.2577882373436569,0.31249999999886074,128
9,9,8,3.3466401061363014,1.0885117692152806,0.535714285713985,127
10,11,8,2.966479394838264,0.5516180692880712,0.8677685950417159,126
11,13,10,3.3466401061363005,-0.5122408325718631,-0.612244897959601,125
12,9,9,4.56070170039655,-0.4047960089109298,-0.17751479289955321,124
13,17,9,2.9664793948382635,-0.5516180692882687,0.8677685950445605,123
14,13,11,3.577708763999662,-0.8712803935766286,0.14770507812505684,122
15,17,13,5.805170109479996,1.631616285206386,3.0745185746107446,121
16,21,9,5.594640292279745,0.5961890460390502,-2.168338964365565,120
17,19,17,5.770615218501404,-0.606781316881993,-2.31609988366712,119
18,22,13,4.207136793592526,-0.6069858057083345,-1.571387532320659,118
19,32,17,2.7018512172212596,-1.338503886933846,2.021017076451461,117
20,29,21,2.3452078799117153,-1.744369497454689,3.3223140495680448,116
21,31,19,6.268971207462991,1.401953172281979,3.0143931006329012,115
22,25,22,7.26636084983398,0.2739377171277964,-2.3443956611568666,114
23,30,32,6.985699678629192,-0.31357972304377496,-2.8418939801132765,113
24,30,29,6.099180272790762,-0.45969512548554775,-1.5058099202252702,112
25,42,31,6.099180272790762,-0.45969512548554775,-1.5058099202252702,111
26,40,25,5.72712842531054,0.027149348387388056,-0.4311049970250818,110
27,45,30,7.483314773547882,0.08948479081891032,-2.003507653061322,109
28,34,30,7.694153624668537,1.1993574590132894,1.07976853542752,108
29,30,42,7.694153624668537,1.1993574590132894,1.07976853542752,107
30,38,40,7.293833011524187,0.1538533236715778,-0.5327463395346813,106
31,48,45,7.436396977031282,0.5164958251462936,-0.7417374897412413,105
32,29,34,5.594640292279743,-0.16789231756286316,-1.617144198672553,104
33,34,30,6.107372593840995,0.41087772842713133,-0.8023488992209403,103
34,42,38,7.635443667528444,0.27159606206859827,-0.40257260458700844,102
35,35,48,8.78635305459553,0.4506812479512951,-1.7993436065395205,101
36,42,29,7.791020472312996,-0.634997909571141,-0.4299916677710082,100
37,49,34,8.105553651663792,-0.44541683779509644,-1.5374297172060178,99
38,55,42,10.663020210053071,0.1491274971767806,-1.8240149632297964,98
39,35,35,7.7006493232713975,0.5045456134047015,1.0839501889688314,97
40,50,42,7.4363969770313,-0.06711527671392446,1.942290776267729,96
41,40,49,4.636809247747875,-1.880804183781061,3.5575987020132587,95
42,29,55,4.816637831516941,-1.7477136008013339,3.1513822830039167,94
43,39,35,1.483239697419215,-0.55161806927913,0.8677685935681877,93
44,40,50,4.18330013267041,1.536722497715649,2.914285714281912,92
45,37,40,4.8785243670602165,0.2635457341152577,-2.6618882847526186,91
46,41,29,3.962322551231833,-0.6076343561055458,-2.338025883408168,90
47,39,39,4.438468204234466,-0.4940653622177273,-3.1649875028804355,89
48,48,40,3.563705936241144,-1.9288953328389196,4.0157480313769796,88
49,47,37,5.683308895353164,0.34809443051586353,1.9627332764678218,87
50,46,41,6.833739825307989,-0.22341596758393556,-1.4160732545006063,86
51,39,39,6.72309452558868,-0.6670311204562476,-0.510905317569834,85
52,46,48,5.84807660688543,0.08099829095464035,-0.8171745152744639,84
53,55,47,4.335896677735834,0.42200895686594103,1.4350384788299262,83
54,55,46,9.736529155710507,1.2579318666318564,1.4665785397647788,82
55,49,39,10.158740079360275,0.16721004746489015,-1.5533734451075258,81
56,61,46,12.774975538137078,-0.5085674140912129,-0.3553245746850173,80
57,53,55,12.949903474543769,-0.700004987396628,-0.4121957281670869,79
58,74,55,14.188023118109186,-0.3744333447717866,-2.417083295390983,78
59,67,49,11.300442469213344,-0.3740645346271316,-2.3837375799443143,77
60,41,61,9.289779329994895,0.4077544665494278,-1.4587476116762101,76
61,64,53,7.176350047203699,0.48027227198762784,-0.9408992365076969,75
62,46,74,4.764451699828675,0.9458817537546421,0.03823089911166259,74
63,58,67,5.9581876439065375,0.460958774275556,-1.7770283673858245,73
64,49,41,6.5802735505448835,0.2927077397156671,-2.957133485164325,72
65,53,64,6.058052492344434,0.17406516601510713,-2.352307909345434,71
66,48,46,7.635443667528463,0.17050571638542641,-2.6903783293888868,70
67,62,58,7.635443667528463,0.17050571638542641,-2.6903783293888868,69
68,61,49,6.024948132556859,1.1115398090783788,1.7756073128066217,68
69,52,53,2.774887385102364,-0.2433701197937864,-0.882104908231323,67
70,45,48,6.61059755241539,1.681649006364152,3.1207682922273534,66
71,48,62,7.224956747275415,0.48575772379344656,-3.2001145021469846,65
72,51,61,6.7601775124622785,-0.7030488801513601,-2.671930437770005,64
73,48,52,6.300793600809411,-2.1659740071430966,4.750807377736422,63
74,62,45,10.310189135025638,-2.2098170008309492,4.906302739281185,62
75,62,48,11.84483009586885,-0.6287648028013585,-3.0983550674670988,61
76,61,51,10.894952959971897,-0.2719545253318086,-2.7665832250382127,60
77,63,48,9.731392500562306,0.09841976382943067,-1.3974324521712258,59
78,39,62,7.120393247567173,-0.6933442378170137,-2.7311135230970347,58
79,42,62,4.929503017546528,-1.9793479406265435,4.0029467053239856,57
80,54,61,5.805170109480022,-2.0487212002212036,4.27907263424473,56
81,53,63,5.412947441089766,-1.9256067613011587,3.866905846344553,55
82,53,39,5.80517010948002,-1.6316162852067055,3.0745185746254102,54
83,51,42,5.540758070878047,-1.056429485020522,1.9477129730840836,53
84,40,54,8.876936408468879,0.31179298466323274,0.5353461825854945,52
85,50,53,8.408329203831203,0.3032959464658087,-2.5840403801878247,51
86,55,53,12.911235417263564,0.5104764657007435,0.23303197788799088,50
87,48,51,12.441864811996682,-0.5717028116836561,1.224060052478021,49
88,64,40,10.816653826392047,0.6084318391642515,-1.4396230550004578,48
89,67,50,10.222524150130527,-0.3791233974318496,-2.3643689475868492,47
90,82,55,7.382411530116833,-1.4167072038273663,1.5757932834359707,46
91,72,48,13.53883303686112,0.5070782842403899,2.0147004856423685,45
92,90,64,9.679876032264168,2.161841810368021,4.7358961420658074,44
93,89,67,10.28105052998002,0.91763461757392,-1.4210171591236431,43
94,87,82,9.695359714832787,0.2715710196261624,-1.5281801719965185,42
95,110,72,9.444575162494214,-0.6691149805820323,-0.43382633876918436,41
96,88,90,8.871302046486896,-0.7137215149228723,0.23825861481791813,40
97,102,89,7.791020472313149,-0.34826558676679925,-0.6351761031441848,39
98,98,87,7.854934754662359,-0.585577855776639,-0.5842827083520786,38
99,111,110,17.25398504693924,1.1467316239357583,2.363294946626265,37
100,107,88,17.248188310660424,1.2058263136468992,2.540978744439794,36
101,91,102,18.39021478939283,1.4145349424784917,2.175536399782345,35
102,104,98,16.697305171793523,1.7301909646546294,3.1641447564922345,34
103,138,111,18.89973544788399,1.48671627232056,2.2190384588850804,33
104,110,107,8.11171991626943,1.0521756785733207,0.6412080450012461,32
105,96,91,7.72657750883288,0.949972156810744,0.2827369680078391,31
106,100,104,9.78263768111658,0.7026288249082708,-0.393110654697832,30
107,90,138,9.924716620639703,0.613757630692688,-0.8838671442464753,29
108,91,110,11.458621208505058,0.5288075965105977,-1.670813106265168,28
109,109,96,12.581732790041354,0.8138321641290831,-2.0243634095471514,27
110,84,100,9.433981132056678,1.6435922184370095,3.403231915149609,26
111,101,90,9.823441352194319,1.8724377459954649,3.8491771591080215,25
112,82,91,10.473776778220984,-1.9380780873120849,3.8626684693235305,24
113,82,109,9.964938534682542,-1.1415654362793142,0.7484110830184699,23
114,76,84,11.760102040373674,-0.3191668362790514,-2.417972812100485,22
115,79,101,13.046072205840387,0.6033935171790716,-1.2376329223510407,21
116,57,82,8.228000972289749,1.166532126876747,1.975807771281649,20
117,69,82,10.45466403094815,0.9761136752402536,1.5669623462591709,19
118,52,76,6.3007936008094285,-0.7267886203371945,-0.3656517076934141,18
119,47,79,8.142481194328974,0.06131372492865738,-2.3478225261534695,17
120,54,57,9.62808392152878,0.512815698165017,-2.8292190767469587,16
121,41,69,9.864076236526204,1.480972692565492,2.7378162071720404,15
122,57,52,10.92245393673056,1.7340870722857362,3.215438760189329,14
123,38,47,4.816637831516995,-0.002684659909098896,-1.3967746730037713,13
124,36,54,8.700574693662517,-1.3327594090726882,2.2364056127836633,12
125,31,41,8.961026726887967,-0.4240029612448781,-3.1346181582453823,11
126,30,57,9.460443964212269,0.487179942603229,-2.369401704066616,10
127,26,38,7.368853370776229,1.619228859153634,2.856953898436134,9
128,13,36,4.183300132670381,-0.512240832571883,-0.6122448979591842,8
129,13,31,3.9623225512317855,0.5979893663265105,-0.14726763763230366,7
