time,Infection rate,Recovery Rate,Standard_Deviation,Skewness,Kurtosis,Remaining Time
1,2,0,0.8366600265340756,-0.5122408325718826,-0.6122448979591925,200
2,1,0,0.7071067811865475,2.6168207644729593e-15,1.9999999999999691,199
3,2,1,0.8366600265340756,-0.5122408325718826,-0.6122448979591925,198
4,0,0,0.7071067811865475,2.6168207644729593e-15,1.9999999999999691,197
5,1,2,0.8944271909999159,1.2577882373436324,0.31250000000000827,196
6,1,1,2.4899799195977463,1.6712144101358422,2.814776274713836,195
7,2,2,3.7815340802378077,0.7933288280219178,-1.2533620225928022,194
8,1,0,3.5071355833500366,0.025499696884691534,-0.8744794765020542,193
9,3,1,3.209361307176243,-0.29948795306857107,-1.020831369591799,192
10,7,1,2.167948338867881,-0.5594072218898529,-2.3675871435035702,191
11,10,2,1.9235384061671361,-1.5174736878454838,2.6077428780114005,190
12,6,1,1.9235384061671361,-0.5901286563843733,-0.021913805697054773,189
13,11,3,1.5811388300841929,0.0,-1.2000000000007276,188
14,10,7,1.4832396974191357,0.5516180692883749,0.8677685950342505,187
15,9,10,1.5811388300841929,0.0,-1.2000000000007276,186
16,8,6,2.58843582110896,0.501657198566383,0.7952773446210605,185
17,12,11,2.0736441353327777,0.23551393640899398,-1.9632233639865444,184
18,10,10,3.5637059362410968,0.6031940731563575,-0.22506045012190512,183
19,11,9,3.033150177620627,-0.22576614034746995,-0.13941398865836754,182
20,15,8,3.9623225512317974,1.0898838450790607,0.8750862103920637,181
21,14,12,4.658325879540854,-0.011871118637965545,-2.0648134383837777,180
22,19,10,3.361547262794335,-0.37909218094022845,-1.9132273474769086,179
23,17,11,3.082207001484502,-1.2806954299797793,2.000000000001427,178
24,24,15,1.9493588689618147,-0.08099829095269107,-0.8171745153431426,177
25,25,14,4.301162633521323,1.382404352629285,1.8246895544166872,176
26,22,19,4.301162633521323,1.382404352629285,1.8246895544166872,175
27,22,17,4.4384682042344386,0.20814790723053722,-1.464351052595461,174
28,20,24,5.128352561983242,0.08822940260464633,-2.1401205742461245,173
29,31,25,4.827007354458878,-1.1700973822446121,0.8762364383189561,172
30,25,22,4.207136793592538,-0.6016142499057695,0.2671646078736411,171
31,28,22,5.1768716422179235,-0.7719466374492131,-0.3951325462238735,170
32,19,20,6.180614856144985,-0.729353552690528,-1.131959101998902,169
33,30,31,4.358898943540685,-1.2678237924426605,1.4875346260413533,168
34,24,25,5.540758070878039,-1.0564294850204476,1.9477129730877774,167
35,32,28,3.7013511046643663,0.2129820018659065,0.48857158084652613,166
36,34,19,6.913754406977451,-0.9459041454198462,0.6635913236810479,165
37,35,30,7.141428428542859,0.06864118058963187,-1.2698961937721194,164
38,39,24,7.648529270389183,1.0951214383784813,0.9305281612971635,163
39,29,32,3.7815340802378126,0.7933288280220064,-1.2533620225941402,162
40,21,34,4.919349550499542,1.2700731712921416,0.8609384604870248,161
41,26,35,4.774934554525334,1.263910039055539,1.0987996306569592,160
42,20,39,7.823042886243181,0.8789184839514317,-1.436626938356543,159
43,22,29,7.266360849833983,-0.20226038866901622,-2.592975206612143,158
44,32,21,6.782329983125272,-1.3221697155194483,1.7849716446127033,157
45,22,26,7.4027022093287025,-1.7652362446388556,3.0569689381429064,156
46,38,20,2.489979919597757,-1.6712144101350537,2.8147762747224454,155
47,34,22,2.549509756796403,-1.2068685239282884,0.579881656941815,154
48,39,32,1.5165750888103273,-0.3153558785783012,-3.081285444386834,153
49,40,22,1.5165750888103273,0.3153558785700776,-3.0812854423223204,152
50,40,38,2.549509756796403,1.2068685239266017,0.5798816568388917,151
51,37,34,6.016643582596534,1.465547931660233,1.501938280275714,150
52,37,39,5.549774770204648,0.9600249196645146,0.8224405464662136,149
53,38,40,4.949747468305837,1.2369214831252664,1.9999999999979299,148
54,43,40,4.123105625617664,1.6406821693636295,3.505190311414433,147
55,51,37,6.480740698407865,-0.00918472321198616,1.3112244897953762,146
56,43,37,4.711687595755906,-1.5124360393814777,2.2972972973208896,145
57,40,38,4.8476798574163364,-1.514214170039298,2.0724309642221086,144
58,43,43,5.099019513592791,-2.093162596186213,4.463017751466732,143
59,33,51,7.7974354758471724,-0.25501805667579913,1.9802306959852523,142
60,45,43,4.56070170039655,1.4325983752867568,1.424278846133357,141
61,44,40,4.35889894354067,1.2678237924431868,1.4875346259986983,140
62,45,43,3.8470768123342642,1.517473687844393,2.607742878105492,139
63,55,33,4.381780460041317,0.4909058512362922,-3.0159505208737625,138
64,49,45,3.741657386773931,1.288580987792931,1.3112244897465704,137
65,47,44,6.797058187186559,0.9260436090182251,-0.26789228085914374,136
66,47,45,11.4149025401008,0.934473373653156,0.3583265255384364,135
67,56,55,12.817956155331453,0.22891844455981608,-2.3188546996066264,134
68,51,49,13.107249902248736,-0.9527381088646047,-0.7631244062379979,133
69,63,47,7.463243262818081,-1.8094664551027286,3.4139352584345346,132
70,76,47,2.302172886644131,-1.0162671340123117,-1.0074759693896442,131
71,81,56,1.6431676725153073,-0.6085806194249109,-3.3333333453322105,130
72,81,51,2.8809720581774845,-0.8740356512490578,0.4601538656048933,129
73,78,63,2.999999999999902,0.18518518518663782,-1.5185185184640144,128
74,81,76,3.0495901363952846,1.0436798247026193,-0.4197017015154394,127
75,78,81,2.19089023002053,0.8463074238968311,1.744791671336139,126
76,74,81,10.232301793829166,-2.174229601140282,4.7684063896460716,125
77,74,78,9.964938534682467,-1.5162931839528153,1.8948044164057205,124
78,75,81,10.430723848324217,-0.20539928642042518,-2.451188770544634,123
79,72,78,10.853570840972097,0.3538381539641446,-1.411257894447446,122
80,51,74,7.293833011524178,0.7545771050418928,1.626434507326561,121
81,65,74,7.40270220932869,0.8230866947140597,1.3786696148022297,120
82,55,75,4.037325847637262,-1.2445217619082358,0.9473446497540022,119
83,45,72,4.037325847637262,-0.12308456985748302,-2.7110542362486973,118
84,53,51,3.6469165057620767,-1.063830016943579,0.20182034023136453,117
85,50,65,3.6469165057620767,-1.063830016943579,0.20182034023136453,116
86,54,55,3.5355339059327187,-1.6970562748477138,3.1519999999925497,115
87,46,45,4.1593268686170735,-0.2974025025510578,-2.7809148317515784,114
88,55,53,3.701351104664337,-0.37863466998485756,-1.8130960627440895,113
89,53,50,3.701351104664337,-0.37863466998485756,-1.8130960627440895,112
90,52,54,4.335896677735748,-0.26866267893410034,-2.342123132605323,111
91,46,46,6.8044103344815925,0.30757589082902104,-0.9069874841971917,110
92,48,55,7.395944834840223,-0.05116692949782896,-0.8182574722066569,109
93,55,53,8.619744775803957,0.6824920326826586,-0.448565254177056,108
94,56,52,7.259476565152584,0.11056672465030674,1.052716857113796,107
95,63,46,7.259476565152584,0.11056672465030674,1.052716857113796,106
96,67,48,7.368853370776182,-0.8319822306092433,1.5505224707879617,105
97,76,55,8.502940667792496,-0.026188970719397364,-2.169441527056288,104
98,67,56,6.348228099241516,-0.2544622830387893,-2.23897690398656,103
99,56,63,6.107372593840955,0.6084150978634164,-1.0869768344577746,102
100,71,67,5.630275304103662,-0.3294491813838163,-2.2015344963475627,101
101,58,76,4.711687595755855,-0.2562154605258059,-1.0628195763926638,100
102,66,67,6.730527468185506,1.0416772772615535,1.5611888367518343,99
103,61,56,9.093954035511704,0.33600595745663947,-0.04624749059730604,98
104,70,71,8.757853618324503,0.11358774872148843,0.862110289349784,97
105,66,58,9.126883367283686,-0.11627457556810022,-0.27732101246327073,96
106,79,66,9.176055797563548,-0.011389759002991962,-0.4535914376486794,95
107,55,61,6.403124237432809,-4.619161268085624e-13,1.7590719810079254,94
108,64,70,7.127411872482148,-0.4117959537893049,1.8988312976573951,93
109,73,66,8.786353054595493,-0.5944215870917667,-0.2907460602978797,92
110,65,79,8.999999999999975,-0.5624142661181367,-0.5125743026859494,91
111,63,55,10.406728592598137,-1.0062564229751418,-0.48191261064653307,90
112,53,64,13.06522100846365,-1.010970500111121,2.3329863695725876,89
113,75,73,6.9498201415576295,1.5464302369532754,2.6900968326008274,88
114,74,65,7.503332592921643,0.30324003456361787,-1.9624316574086176,87
115,78,63,6.942621983083936,-0.6956846462960766,-0.010244314020606993,86
116,89,53,8.062257748298565,-0.28623400289817347,-2.6970414201227517,85
117,71,75,7.3006848993776075,-0.5227091892090112,-3.148414757385273,84
118,85,74,6.300793600809367,-0.6068565047690346,-2.4670545464356053,83
119,83,78,9.864076236526156,-0.6057672178536679,-0.1977651471687487,82
120,72,89,10.756393447619873,0.4642773523181908,-0.854615362203114,81
121,86,71,15.023315213360847,0.254456059729424,-0.6325086390012599,80
122,75,85,11.21605991424792,0.6744247066405621,-0.04750518778573939,79
123,61,83,8.06225774829848,0.28623400289817347,-2.697041420118619,78
124,60,72,6.985699678629104,1.519790968278813,2.3986327600077373,77
125,47,86,4.242640687119119,-0.36010067560442566,-0.26851851851827985,76
126,49,75,7.854934754662096,-0.9466635667011959,1.2912639976481444,75
127,43,61,6.1237243569578155,-1.3608276348795434,2.0,74
128,43,60,6.97853852894704,-0.21097243422444467,-2.4287744182388806,73
129,38,47,5.594640292279591,-0.6030417936946718,-3.1972358603239184,72
130,28,49,5.0695167422544545,-0.28552441795027245,-2.8771063907056686,71
131,38,43,6.534523701081677,-0.6010232188360045,-1.9943618404087335,70
132,27,43,6.655824516917348,0.3998602339602246,-2.448063429622793,69
133,37,38,6.595452979136312,0.11327901800607895,-2.4391597304806467,68
134,34,28,5.338539126015462,1.0516051217759987,-0.6592797783953088,67
135,23,38,6.107372593840804,-0.8717982571115904,2.328558388257855,66
136,22,27,7.092249290598692,0.15389353187196397,-1.5241750293471164,65
137,29,37,7.0213958726166155,0.2877325267384835,-1.199881505375463,64
138,22,34,4.722287581246778,-0.5327280526613477,-3.0410826680606498,63
139,12,23,4.324349662087645,-0.5972892810170674,-3.0893076725092325,62
140,13,22,3.2710854467588537,-1.2942629988488898,0.9057559612241045,61
141,21,29,1.6431676725147717,-0.5184205276804984,-1.6872427982889053,60
142,20,22,2.1213203435590677,-0.5237828008791872,-0.962962962951206,59
143,20,12,2.1213203435590575,0.5237828008786661,-0.9629629629527502,58
144,17,13,4.335896677735461,-1.7407869470651498,3.361815301041389,57
145,18,21,4.827007354458591,-0.32542222028992324,-2.5940798320101757,56
146,15,20,4.438468204234116,0.49406536221734054,-3.164987502898855,55
147,15,20,3.6469165057617077,1.0638300169445776,0.2018203403243485,54
