time,Infection rate,Recovery Rate,Standard_Deviation,Skewness,Kurtosis,Remaining Time
1,1,0,1.5811388300841898,0.0,-1.1999999999999886,122
2,3,0,1.3038404810405295,0.541387050951097,-1.487889273356443,121
3,2,1,1.3416407864998738,-0.16563466499999194,-2.4074074074072684,120
4,5,0,1.8165902124584952,0.2669003066973027,1.0743801652892486,119
5,4,1,3.5071355833500366,1.0176697211254284,0.5532421177870349,118
6,2,3,4.32434966208793,-0.04080858441731308,-2.3686693928908213,117
7,4,2,3.5637059362410906,-0.9346193880773674,-1.1178622357244627,116
8,7,5,2.1679483388678764,-0.9127170462413534,-0.7378904481660863,115
9,11,4,1.2247448713915818,-1.3608276348795425,1.9999999999944895,114
10,12,2,1.5165750888103038,-1.1180799331495614,1.4555765595578716,113
11,12,4,2.966479394838261,0.8848873194829995,1.4488636363641625,112
12,9,7,5.932958789676527,1.064450493079407,0.6135395144626669,111
13,11,11,6.0580524923443795,0.09580330842679108,-2.7799597591491683,110
14,13,12,5.540758070878018,-0.7918811999567815,-1.5663826671898482,109
15,17,12,5.029910535983701,-0.372475369722497,1.5743098626766532,108
16,24,9,3.8470768123342434,0.4584035098696162,-2.939189189171472,107
17,24,11,3.391164991562604,0.19231559498452072,-2.2344045368596546,106
18,26,13,2.588435821108915,0.3632690058591429,-2.4125640454830424,105
19,31,17,2.345207879911668,0.581456499152224,-2.6280991736121977,104
20,32,24,2.8809720581775515,0.6649362131667894,1.8536797793378017,103
21,27,24,1.6431676725154445,-1.7355817665803537,3.2510288066706585,102
22,28,26,1.9235384061670868,-1.5174736878455908,2.6077428780088234,101
23,27,31,2.9154759474226166,3.822967023251638e-13,0.8927335639884054,100
24,24,32,5.215361924162097,0.6746190205211449,0.811256487885751,99
25,28,27,3.898717737923554,1.1356635377523359,1.4551592797637931,98
26,29,28,5.999999999999975,0.9375000000000182,-0.1874999999995358,97
27,32,27,5.215361924162087,0.1635440049750295,-1.8122837370334397,96
28,38,24,4.604345773288493,-1.0326585393982766,1.1285154858991575,95
29,32,28,7.211102550927946,9.600802184741358e-14,1.260355029580932,94
30,44,29,5.6568542494923335,0.3314563036814073,-2.9218750000148415,93
31,40,32,5.761944116355126,-0.5896604154493239,-2.8494701698362364,92
32,42,38,4.690415759823363,-1.7443694974546156,3.3223140495515104,91
33,52,32,6.855654600400992,2.001764245024437,4.179719330007679,90
34,52,44,7.395944834840188,0.6073292066483471,-2.201905691338657,89
35,50,40,6.804410334481541,-0.07332304518214923,-1.4275851452372663,88
36,54,42,9.093954035511674,0.8013881700004417,0.7520809908707768,87
37,67,52,7.395944834840174,1.4690099613798582,2.2618637808441,86
38,63,52,9.52365476064725,0.5032441204515815,-3.1070723966091376,85
39,59,50,10.894952959971835,-0.512901440581716,-2.8491968240593013,84
40,78,54,8.526429498916826,-0.7457998250519731,-0.9945149651252372,83
41,62,67,9.235799911215002,0.3967943019188961,-2.45410653251027,82
42,79,63,9.235799911215002,0.3967943019188961,-2.45410653251027,81
43,83,59,8.276472678623367,1.6668478195532277,3.044275134532972,80
44,69,78,2.9154759474224865,0.6052891240303565,-1.5986159168172047,79
45,64,62,3.27108544675908,-0.4199926287690059,1.2201939038393543,78
46,62,79,5.683308895353044,-0.6749436610474151,0.3409406780254045,77
47,67,83,6.426507605223778,0.3368312998885252,-1.9653629909190888,76
