time,Infection rate,Recovery Rate,Standard_Deviation,Skewness,Kurtosis,Remaining Time
1,1,0,4.816637831516919,-0.2657813309974246,0.4759958382877538,200
2,6,0,3.0331501776206213,1.1180799331493618,1.4555765595463868,199
3,10,1,2.60768096208106,0.5413870509511212,-1.4878892733572056,198
4,8,0,4.979959839195495,0.9198156830980324,0.3173777315296237,197
5,14,1,4.7749345545253306,-0.20575279705556485,-1.1172668513388508,196
6,8,6,4.816637831516919,-0.6013638196305209,-0.9453032104637806,195
7,12,10,3.033150177620623,-0.22576614034747844,-0.13941398865711818,194
8,20,8,2.167948338867884,0.9127170462414048,-0.7378904481734452,193
9,18,14,1.8165902124585,0.2669003066973167,1.0743801652911482,192
10,16,8,1.4832396974191384,-0.5516180692884728,0.8677685950610899,191
11,15,12,1.414213562373101,1.88411095042054e-13,1.9999999999904432,190
12,15,20,2.2803508501982783,0.4047960089109324,-0.17751479289835126,189
13,13,18,2.236067977499792,0.0,0.2000000000007276,188
14,17,16,1.5165750888103122,1.1180799331512858,1.455576559441841,187
15,15,15,1.8708286933869749,1.1454053224816378,2.0000000000103118,186
16,19,15,3.701351104664353,-0.9702513418375064,1.6394054025248057,185
17,16,13,2.9154759474226566,-1.8158673720971883,3.384083044984031,184
18,16,17,2.915475947422657,-0.6052891240324199,-1.5986159169537997,183
19,14,15,3.3466401061363107,-0.08804139309830802,-1.975446428571395,182
20,9,19,3.5777087639996714,-0.05240784322263018,-2.324218750000364,181
21,15,16,3.76828873628336,-1.143717866794951,0.0208292005547482,180
22,11,16,3.57770876399967,-0.8712803935765568,0.14770507812442565,179
23,7,14,3.9749213828703622,-1.5381245216522852,2.356192917801537,178
24,15,9,2.5884358211089644,0.5016571985664326,0.7952773446217604,177
25,16,15,3.834057902536169,-0.2537231153976163,-0.5011800638617707,176
26,13,11,5.224940191045255,-0.09534434461510127,-1.4978062230813467,175
27,17,7,4.868264577855237,-1.1631346585272409,1.9222346846123743,174
28,20,15,4.847679857416333,-1.3825433726447691,2.724309642372156,173
29,10,16,4.7644516998286415,-0.6684970752345549,1.2957751945505578,172
30,23,13,2.5884358211089635,0.5016571985663917,0.7952773446204388,171
31,19,17,2.0736441353327804,-0.235513936408562,-1.9632233639809809,170
32,18,20,4.358898943540678,1.2678237924425992,1.4875346260383076,169
33,16,10,5.5407580708780335,0.17812917860944846,-2.8650701864211943,168
34,20,23,4.868264577855241,-0.3830890604091031,-0.8978262030666357,167
35,15,19,4.795831523312726,-0.5892798658134312,-0.2400756143683734,166
36,26,18,2.8809720581776004,0.5896604154487644,-2.849470169807759,165
37,27,16,3.130495168499719,0.5345701870411267,-3.246563931710567,164
38,21,20,2.607680962081072,2.0922353739878283,4.416089965406017,163
39,21,15,2.607680962081072,2.0922353739878283,4.416089965406017,162
40,22,26,2.5099800796022405,2.017343525808593,4.225245653771983,161
41,27,27,5.813776741499456,-1.1419518756280278,2.6261335387419025,160
42,21,21,4.658325879540847,-1.175240745162314,0.07581388434814802,159
43,21,21,7.829431652425356,0.5638155902020365,0.7471877669526634,158
44,22,22,8.167006795638168,1.1174151387211078,0.9466855777508392,157
45,11,27,8.167006795638168,1.1174151387211078,0.9466855777508392,156
46,16,21,7.0851958335673455,0.4504088715010434,-1.2554562625991526,155
47,32,21,6.228964600958982,0.09557942015762913,0.7201881177602066,154
48,15,22,3.962322551231796,-0.8487591005924205,2.1895411578534016,153
49,22,11,2.549509756796404,0.9051513929455164,1.9999999999999636,152
50,26,16,2.7018512172212703,0.18252325730870111,-0.6811784574895215,151
51,22,32,3.4205262752974184,-0.8445743889623548,0.6991014683337132,150
52,21,15,5.630275304103702,0.5255498845892651,0.3897939077913944,149
53,19,22,5.612486080160917,0.3535201612598368,0.3068783068775775,148
54,24,26,6.041522986797292,-0.7482464198323001,-0.026646650403177336,147
55,15,22,7.259476565152619,-0.9088427934077928,-0.38609579842246217,146
56,30,21,4.03732584763728,-1.0165873732806987,2.0313146900536503,145
57,22,19,4.764451699828647,-0.8071894144947692,0.3176851869802893,144
58,29,24,6.348228099241557,-1.3872298655990705,2.1056099107803083,143
59,33,15,6.363961030678934,-1.0669649647533617,1.0855052583450042,142
60,28,30,7.0569115057509455,-0.7500693024773298,0.306527314074773,141
61,34,22,7.854934754662198,-0.01815745289229299,-2.491351207940921,140
62,18,29,7.049822692805833,0.32308131639961285,-0.6430130076225259,139
63,27,33,6.906518659932809,-0.18151963743699576,-1.3502894136572212,138
64,36,28,6.804410334481607,-1.1207951192128016,0.6044250801166046,137
65,21,34,6.804410334481607,0.07332304518213084,-1.4275851452400186,136
66,29,18,4.929503017546503,0.10101269540935136,-0.2646954224410945,135
67,38,27,5.941380311005187,-0.6083991747661178,-0.4079159611247031,134
68,34,36,6.8774995456197665,-0.3270769330994653,-1.149739193397025,133
69,25,21,6.8774995456197665,-0.3270769330994653,-1.149739193397025,132
70,31,29,5.77061521850141,-0.32993083610920115,-1.861591321043964,131
71,40,38,4.358898943540684,-1.2678237924427862,1.487534626056738,130
72,42,34,4.816637831516927,-1.7477136008012917,3.151382283002289,129
73,34,25,6.804410334481607,-0.6408624598389161,2.0150768068188207,128
74,45,31,3.5637059362410985,1.3853578163706426,1.7837435674447937,127
75,44,40,3.4351128074635398,1.3470063149063722,2.0985349036902883,126
76,46,42,3.1144823004794917,0.5560984445532661,-1.9162503985745107,125
77,53,34,2.9154759474226517,-0.6052891240344089,-1.5986159167703136,124
78,48,45,6.595452979136457,1.5249098577733535,2.6975822433786143,123
79,46,44,6.204836822995424,1.130245196294975,2.472255017732888,122
80,51,46,9.476286192385695,1.1676080427123348,-0.03072901423875625,121
81,52,53,8.532291603080605,0.6843748415931995,-0.1629860524098691,120
