time,Infection rate,Recovery Rate,Standard_Deviation,Skewness,Kurtosis,Remaining Time
1,0,0,0.4472135954999579,-2.2360679774997894,4.999999999999988,200
2,1,0,0.0,,,199
3,1,1,0.4472135954999579,2.236067977499776,5.000000000000166,198
4,1,0,0.4472135954999579,2.236067977499776,5.000000000000166,197
5,1,0,0.5477225575051662,0.6085806194501694,-3.3333333333331896,196
6,1,1,0.5477225575051662,-0.6085806194501595,-3.3333333333337323,195
7,2,1,0.5477225575051662,-0.6085806194501595,-3.3333333333337323,194
8,1,1,0.5477225575051662,-0.6085806194501595,-3.3333333333337323,193
9,2,1,1.5165750888103104,1.7487916903105682,3.724007561436648,192
10,2,1,3.2710854467592254,1.2942629988487455,0.9057559612193119,191
11,1,2,6.496152707564686,1.1556238504057028,0.7885043013409359,190
12,2,1,5.683308895353129,0.5932313534146367,0.4444593545418603,189
13,5,2,4.324349662087931,0.8866592432488902,2.2640052618033097,188
14,9,2,3.3911649915626345,0.961577974923256,-0.8733459357278903,187
15,17,1,3.0000000000000004,0.18518518518520585,-1.5185185185187606,186
16,10,2,2.0493901531919207,0.4414786044291765,-3.163265306124334,185
17,10,5,3.7013511046643504,-1.068854120479545,0.9361180670252576,184
18,14,9,3.9115214431215897,-0.5413870509510881,-1.4878892733563718,183
19,14,17,3.4205262752974144,0.4047960089109274,-0.17751479289935426,182
20,11,10,2.5099800796022285,0.5122408325718999,-0.6122448979593571,181
21,5,10,1.5165750888103144,0.31535587858068065,-3.0812854442363147,180
22,8,14,1.3416407864998785,0.1656346649999102,-2.4074074074047207,179
23,8,14,2.3874672772626666,1.2639100390556537,1.0987996306554884,178
24,5,11,2.387467277262667,2.0428313421945847,4.422899353647233,177
25,6,5,2.1679483388678817,2.03153149002105,4.151199637845484,176
26,6,8,4.324349662087932,1.2576463743153754,0.5138837255854121,175
27,11,8,3.9623225512317903,0.59798936632652,-0.1472676376324825,174
28,6,5,3.9623225512317903,0.59798936632652,-0.1472676376324825,173
29,7,6,3.2403703492039297,0.7347778569623346,2.000000000000042,172
30,16,6,2.345207879911714,1.7443694974549648,3.322314049587161,171
31,11,11,1.1401754250991387,-0.404796008911058,-0.1775147928952201,170
32,11,6,1.5811388300841909,0.0,-1.2000000000007276,169
33,10,7,2.4083189157584592,0.6013638196305406,-0.9453032104640341,168
34,12,16,3.049590136395381,-0.16219348626914756,-2.5008671522718937,167
35,9,11,3.420526275297413,0.5947003093876901,-2.9826868288411075,166
36,8,11,5.0990195135927845,0.3205744516681759,-1.21745562130162,165
37,14,10,4.381780460041329,0.19374734564527848,0.8902994791665956,164
38,15,12,4.449719092257398,0.6083688994617688,0.8065503520051323,163
39,8,9,4.449719092257398,0.6083688994617688,0.8065503520051323,162
40,20,8,4.159326868617084,0.922781596699406,0.9479100537944056,161
41,12,14,2.1213203435596424,2.4811337618706627e-14,1.9999999999996387,160
